0,35344.0
1,73685.0
2,112026.0
3,150367.0
4,192211.0
5,271842.0
6,310183.0
7,348524.0
8,386865.0
9,425206.0
10,463547.0
11,501888.0
12,540229.0
13,578570.0
14,616911.0
15,731136.0
16,769477.0
17,854629.0
18,892970.0
19,931311.0
20,969653.0
21,1007994.0
22,1084616.0
23,1122957.0
24,1161298.0
25,1199639.0
26,1237980.0
27,1276321.0
28,1314662.0
29,1353003.0
30,1391344.0
31,1429685.0
32,1468026.0
33,1506367.0
34,1544709.0
35,1583050.0
36,1621391.0
37,1659732.0
38,1698073.0
39,1736414.0
40,1774755.0
41,1813096.0
42,1851437.0
43,1889778.0
44,1928119.0
45,1966461.0
46,2004802.0
47,2043143.0
48,2081484.0
49,2119825.0
50,2158166.0
51,2196507.0
52,2234848.0
53,2273189.0
54,2311530.0
55,2349871.0
56,2388213.0
57,2426554.0
58,2464895.0
59,2503236.0
60,2541577.0
61,2579918.0
62,2618259.0
63,2656600.0
64,2694941.0
65,2733282.0
66,2771623.0
67,2809965.0
68,2848306.0
69,2886647.0
70,2924988.0
71,2963329.0
72,3001670.0
73,3040011.0
74,3078352.0
75,3116693.0
76,3155034.0
77,3193375.0
78,3231717.0
79,3270058.0
80,3308399.0
81,3346740.0
82,3385081.0
83,3423422.0
84,3461763.0
85,3500104.0
86,3538445.0
87,3576786.0
88,3621211.0
89,3659552.0
90,3697894.0
91,3736235.0
92,3774576.0
93,3812917.0
94,3851258.0
95,3889599.0
96,3927940.0
97,3966281.0
98,4004622.0
99,4042963.0
100,4083622.0
